CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
-1.7234120963168802,-1.1281521496355325,-1.4245687900521393,-1.7389991930659485,-0.43480147996914814
-1.7060913717307808,-1.1281521496355325,-1.2810354107017978,-1.7389991930659485,1.195704069915157
-1.6887706471446815,0.8864052604279182,-1.3528021003769686,-1.7008297638941763,-1.7159129834496736
-1.6714499225585822,0.8864052604279182,-1.1375020313514563,-1.7008297638941763,1.0404178270690327
-1.654129197972483,0.8864052604279182,-0.5633685139500905,-1.6626603347224038,-0.3959799192576171
-1.6368084733863837,0.8864052604279182,-1.209268721026627,-1.6626603347224038,1.0015962663575015
-1.6194877488002843,0.8864052604279182,-0.2763017552494075,-1.6244909055506316,-1.7159129834496736
-1.602167024214185,0.8864052604279182,-1.1375020313514563,-1.6244909055506316,1.700384359165061
-1.5848462996280859,-1.1281521496355325,1.804932245330544,-1.5863214763788591,-1.832377665584267
-1.5675255750419865,0.8864052604279182,-0.6351352036252612,-1.5863214763788591,0.8463100235113773
-1.5502048504558872,-1.1281521496355325,2.0202323143560563,-1.5863214763788591,-1.405340497757425
-1.5328841258697878,0.8864052604279182,-0.2763017552494075,-1.5863214763788591,1.8944921627227165
-1.5155634012836885,0.8864052604279182,1.3743321072795196,-1.5481520472070869,-1.3665189370458939
-1.4982426766975894,0.8864052604279182,-1.0657353416762856,-1.5481520472070869,1.0404178270690327
-1.48092195211149,-1.1281521496355325,-0.13276837589906598,-1.5481520472070869,-1.444162058468956
-1.4636012275253907,-1.1281521496355325,-1.209268721026627,-1.5481520472070869,1.118060948492095
-1.4462805029392913,0.8864052604279182,-0.2763017552494075,-1.5099826180353144,-0.5900877228152724
-1.428959778353192,-1.1281521496355325,-1.3528021003769686,-1.5099826180353144,0.6133806592421909
-1.4116390537670929,-1.1281521496355325,0.9437319692284951,-1.4336437596917697,-0.823017087084459
-1.3943183291809935,0.8864052604279182,-0.2763017552494075,-1.4336437596917697,1.8556706020111853
-1.3769976045948942,-1.1281521496355325,-0.2763017552494075,-1.3954743305199975,-0.5900877228152724
-1.3596768800087948,-1.1281521496355325,-0.9939686520011148,-1.3954743305199975,0.8851315842229084
